,gene_name,start,end_coord,strand,gene_product,COG_id,cog,uniprot,operon,tu_name,ncbi_protein,gene_name_extra,specific_gos_n,specific_gos
EQU24_RS05815,,1256866,1257964,-1,efflux RND transporter periplasmic adaptor subunit,M,Cell wall/membrane/envelope biogenesis,A0A4P9UKX7,2099,EQU24_RS05820 // EQU24_RS05815,WP_017840395.1,||None,"transmembrane transporter activity
transmembrane transport
membrane",['transmembrane transporter activity' 'transmembrane transport' 'membrane']
EQU24_RS05820,,1257960,1261164,-1,efflux RND transporter permease subunit,V,Defense mechanisms,,2099,EQU24_RS05820 // EQU24_RS05815,WP_040575313.1,||None,"integral component of membrane
transmembrane transporter activity
transmembrane transport","['integral component of membrane' 'transmembrane transporter activity'
 'transmembrane transport']"
EQU24_RS05825,,1261292,1262558,-1,hypothetical protein,X,No COG annotation,A0A4P9UKP8,2098,EQU24_RS05825,WP_026130119.1,||None,,[]
EQU24_RS05830,,1262796,1264143,1,TolC family outer membrane protein,M,Cell wall/membrane/envelope biogenesis,A0A4P9UMQ4,2097,EQU24_RS05830,WP_017840392.1,||None,"siderophore transport
iron coordination entity transport
porin activity
enterobactin transport
peptide secretion","['siderophore transport' 'iron coordination entity transport'
 'porin activity' 'enterobactin transport' 'peptide secretion']"
EQU24_RS05835,,1264442,1266557,1,phosphate acetyltransferase,C,Energy production and conversion,A0A4P9UNM3,2096,EQU24_RS05835,WP_017840391.1,||pta,"acetate catabolic process
acetate metabolic process
ribonucleoside bisphosphate biosynthetic process
acetyl-CoA biosynthetic process from acetate
acetate biosynthetic process","['acetate catabolic process' 'acetate metabolic process'
 'ribonucleoside bisphosphate biosynthetic process'
 'acetyl-CoA biosynthetic process from acetate'
 'acetate biosynthetic process']"
EQU24_RS05840,,1266600,1267581,-1,threonylcarbamoyl-AMP synthase,J,"Translation, ribosomal structure and biogenesis",A0A4P9UKP7,2095,oadA // EQU24_RS05840,WP_017840390.1,||None,"tRNA processing
tRNA threonylcarbamoyladenosine modification
ncRNA processing
tRNA metabolic process
ncRNA metabolic process","['tRNA processing' 'tRNA threonylcarbamoyladenosine modification'
 'ncRNA processing' 'tRNA metabolic process' 'ncRNA metabolic process']"
EQU24_RS05845,oadA,1267585,1269412,-1,oxaloacetate decarboxylase subunit alpha,C,Energy production and conversion,A0A4P9UMY8,2095,oadA // EQU24_RS05840,WP_017840389.1,oadA||oadA,"sodium ion transport
oxaloacetate decarboxylase activity",['sodium ion transport' 'oxaloacetate decarboxylase activity']
EQU24_RS05850,,1269461,1270880,-1,acetyl-CoA carboxylase biotin carboxylase subunit,I,Lipid transport and metabolism,A0A4P9UKT8,2094,EQU24_RS05850,WP_017840388.1,||None,"malonyl-CoA biosynthetic process
acetyl-CoA carboxylase activity
ATP binding
fatty acid biosynthetic process
biotin carboxylase activity","['malonyl-CoA biosynthetic process' 'acetyl-CoA carboxylase activity'
 'ATP binding' 'fatty acid biosynthetic process'
 'biotin carboxylase activity']"
EQU24_RS05855,,1271681,1276457,-1,PAS domain S-box protein,T,Signal transduction mechanisms,UPI00034D9064,2093,EQU24_RS05855,WP_017840387.1,||None,"regulation of transcription, DNA-templated
phosphorelay signal transduction system
integral component of membrane
protein binding","['regulation of transcription, DNA-templated'
 'phosphorelay signal transduction system'
 'integral component of membrane' 'protein binding']"
EQU24_RS05860,,1276679,1276868,1,hypothetical protein,X,No COG annotation,,2092,EQU24_RS05860,,||,,[]
EQU24_RS05865,,1277082,1278741,-1,glutamine--tRNA ligase/YqeY domain fusion protein,J,"Translation, ribosomal structure and biogenesis",A0A4P9UL51,2091,EQU24_RS05865,WP_017840385.1,||None,"tRNA metabolic process
glutaminyl-tRNA aminoacylation
glutamyl-tRNA aminoacylation
ncRNA metabolic process
tRNA aminoacylation for protein translation","['tRNA metabolic process' 'glutaminyl-tRNA aminoacylation'
 'glutamyl-tRNA aminoacylation' 'ncRNA metabolic process'
 'tRNA aminoacylation for protein translation']"
EQU24_RS05870,,1279697,1281167,1,hypothetical protein,C,Energy production and conversion,A0A4P9UKY7,2090,EQU24_RS05875 // EQU24_RS05870,WP_017840383.1,||None,"heme binding
electron transport chain
metal ion binding
electron transfer activity
integral component of membrane","['heme binding' 'electron transport chain' 'metal ion binding'
 'electron transfer activity' 'integral component of membrane']"
EQU24_RS05875,,1281163,1282471,1,cytochrome c,C,Energy production and conversion,A0A4P9UKR0,2090,EQU24_RS05875 // EQU24_RS05870,WP_017840382.1,||None,"heme binding
electron transport chain
metal ion binding
electron transfer activity
integral component of membrane","['heme binding' 'electron transport chain' 'metal ion binding'
 'electron transfer activity' 'integral component of membrane']"
EQU24_RS05880,,1282606,1282858,1,hypothetical protein,X,No COG annotation,A0A4P9UMR5,2089,EQU24_RS05880,WP_017840380.1,||None,,[]
EQU24_RS05885,mmoX,1283573,1285151,1,methane monooxygenase,H,Coenzyme transport and metabolism,A0A4P9UNN3,2088,EQU24_RS05885,WP_017840379.1,||None,"methane monooxygenase activity
methane metabolic process
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
methane monooxygenase complex
metal ion binding","['methane monooxygenase activity' 'methane metabolic process'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen'
 'methane monooxygenase complex' 'metal ion binding']"
EQU24_RS05890,mmoY,1285264,1286443,1,methane monooxygenase,H,Coenzyme transport and metabolism,A0A4P9UKQ6,2087,EQU24_RS05900 // EQU24_RS05895 // EQU24_RS05890,WP_017840378.1,||None,"methane monooxygenase activity
methane monooxygenase complex
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
methane metabolic process
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","['methane monooxygenase activity' 'methane monooxygenase complex'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen'
 'methane metabolic process'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen']"
EQU24_RS05895,mmoB,1286453,1286879,1,methane monooxygenase,C,Energy production and conversion,A0A4P9UMZ7,2087,EQU24_RS05900 // EQU24_RS05895 // EQU24_RS05890,WP_017840377.1,||None,"methane monooxygenase activity
methane monooxygenase complex
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
methane metabolic process
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","['methane monooxygenase activity' 'methane monooxygenase complex'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen'
 'methane metabolic process'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen']"
EQU24_RS05900,mmoZ,1286888,1287392,1,hypothetical protein,H,Coenzyme transport and metabolism,A0A4P9UKU7,2087,EQU24_RS05900 // EQU24_RS05895 // EQU24_RS05890,WP_017840376.1,||None,"methane monooxygenase activity
methane metabolic process
",['methane monooxygenase activity' 'methane metabolic process' '']
EQU24_RS05905,mmoD,1287718,1287934,1,soluble methane monooxygenase-binding protein MmoD,X,No COG annotation,UPI0003479E2D,2086,EQU24_RS05910 // mmoD,WP_201764852.1,mmoD||mmoD,"methane monooxygenase activity
methane monooxygenase complex
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
methane metabolic process
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","['methane monooxygenase activity' 'methane monooxygenase complex'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen'
 'methane metabolic process'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen']"
EQU24_RS05910,mmoC,1287957,1288995,1,2Fe-2S iron-sulfur cluster binding domain-containing protein,C,Energy production and conversion,A0A4V1IJL6,2086,EQU24_RS05910 // mmoD,WP_017840374.1,||None,"methane monooxygenase activity
chlorosome
metal ion binding
electron transport chain
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","['methane monooxygenase activity' 'chlorosome' 'metal ion binding'
 'electron transport chain'
 'oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen']"
EQU24_RS05915,,1289471,1289897,1,BLUF domain-containing protein,S,Function unknown,,2085,EQU24_RS05915,WP_235726398.1,||None,"FAD binding
blue light signaling pathway
blue light photoreceptor activity","['FAD binding' 'blue light signaling pathway'
 'blue light photoreceptor activity']"
EQU24_RS05920,,1290051,1290351,1,hypothetical protein,X,No COG annotation,A0A4P9UL60,2084,EQU24_RS05920,WP_017840372.1,||None,,[]
EQU24_RS05925,mmoG,1290558,1292238,1,likely chaperone for smmo,O,"Post-translational modification, protein turnover, and chaperones",A0A4P9UKZ6,2083,EQU24_RS05925,WP_017840371.1,||groEL,"ATP binding
GroEL-GroES complex
chaperone-mediated protein folding
protein refolding
chaperonin ATPase complex","['ATP binding' 'GroEL-GroES complex' 'chaperone-mediated protein folding'
 'protein refolding' 'chaperonin ATPase complex']"
EQU24_RS05930,mmoR,1292469,1294242,1,sigma-54-dependent Fis family transcriptional regulator,K,Transcription,,2082,EQU24_RS05930,WP_017840369.1,||None,"regulation of transcription, DNA-templated
ATP binding
sequence-specific DNA binding
transcription factor binding","['regulation of transcription, DNA-templated' 'ATP binding'
 'sequence-specific DNA binding' 'transcription factor binding']"
EQU24_RS05935,,1294476,1294737,-1,hypothetical protein,X,No COG annotation,A0A4P9UMS6,2081,EQU24_RS05940 // EQU24_RS05935,WP_017840368.1,||None,,[]
EQU24_RS05940,,1294754,1296557,-1,Na/Pi cotransporter family protein,P,Inorganic ion transport and metabolism,A0A4P9UNP1,2081,EQU24_RS05940 // EQU24_RS05935,WP_017840367.1,||None,"sodium-dependent phosphate transport
sodium:phosphate symporter activity
sodium ion transmembrane transport
integral component of membrane","['sodium-dependent phosphate transport'
 'sodium:phosphate symporter activity'
 'sodium ion transmembrane transport' 'integral component of membrane']"
EQU24_RS05945,,1296862,1297693,-1,MOSC domain-containing protein,S,Function unknown,UPI0015869A24,2080,EQU24_RS05950 // EQU24_RS05945,WP_175421721.1,||None,"molybdenum ion binding
pyridoxal phosphate binding
cellular catabolic process
toxin metabolic process
response to toxic substance","['molybdenum ion binding' 'pyridoxal phosphate binding'
 'cellular catabolic process' 'toxin metabolic process'
 'response to toxic substance']"
EQU24_RS05950,,1297693,1298047,-1,hypothetical protein,X,No COG annotation,A0A4P9UN03,2080,EQU24_RS05950 // EQU24_RS05945,WP_017840365.1,||None,,[]
EQU24_RS05960,,1298420,1298825,-1,PilZ domain-containing protein,S,Function unknown,A0A4P9UKV6,2078,EQU24_RS05960,WP_014148794.1,||None,cyclic-di-GMP binding,['cyclic-di-GMP binding']
EQU24_RS05965,,1299187,1300351,1,branched-chain amino acid ABC transporter substrate-binding protein,E,Amino acid transport and metabolism,,2077,EQU24_RS05990 // rfbB // EQU24_RS05980 // EQU24_RS05975 // EQU24_RS05970 // EQU24_RS05965,WP_235726457.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS05970,,1300363,1301320,1,PQQ-dependent catabolism-associated beta-propeller protein,S,Function unknown,A0A4P9UQH7,2077,EQU24_RS05990 // rfbB // EQU24_RS05980 // EQU24_RS05975 // EQU24_RS05970 // EQU24_RS05965,WP_017840362.1,||None,protein binding,['protein binding']
EQU24_RS05975,,1301316,1302054,1,ATP-binding cassette domain-containing protein,V,Defense mechanisms,A0A4P9UL69,2077,EQU24_RS05990 // rfbB // EQU24_RS05980 // EQU24_RS05975 // EQU24_RS05970 // EQU24_RS05965,WP_017840361.1,||None,"ATP hydrolysis activity
ATP binding",['ATP hydrolysis activity' 'ATP binding']
EQU24_RS05980,,1302050,1302857,1,ABC transporter permease subunit,V,Defense mechanisms,A0A4P9UL02,2077,EQU24_RS05990 // rfbB // EQU24_RS05980 // EQU24_RS05975 // EQU24_RS05970 // EQU24_RS05965,WP_017840360.1,||None,"ATP-binding cassette (ABC) transporter complex
transmembrane transport","['ATP-binding cassette (ABC) transporter complex'
 'transmembrane transport']"
EQU24_RS05985,rfbB,1302856,1303924,1,"dTDP-glucose 4,6-dehydratase",M,Cell wall/membrane/envelope biogenesis,A0A4P9UKS3,2077,EQU24_RS05990 // rfbB // EQU24_RS05980 // EQU24_RS05975 // EQU24_RS05970 // EQU24_RS05965,WP_017840359.1,rfbB||rfbB,"extracellular polysaccharide biosynthetic process
polysaccharide biosynthetic process
extracellular polysaccharide metabolic process
dTDP-glucose 4,6-dehydratase activity
lipopolysaccharide biosynthetic process","['extracellular polysaccharide biosynthetic process'
 'polysaccharide biosynthetic process'
 'extracellular polysaccharide metabolic process'
 'dTDP-glucose 4,6-dehydratase activity'
 'lipopolysaccharide biosynthetic process']"
EQU24_RS05990,,1303926,1304139,1,hypothetical protein,X,No COG annotation,,2077,EQU24_RS05990 // rfbB // EQU24_RS05980 // EQU24_RS05975 // EQU24_RS05970 // EQU24_RS05965,,||,integral component of membrane,['integral component of membrane']
EQU24_RS05995,,1304164,1305679,-1,B12-binding domain-containing radical SAM protein,C,Energy production and conversion,A0A4P9UMT4,2076,EQU24_RS05995,WP_017840358.1,||None,"metal ion binding
cobalamin binding
iron-sulfur cluster binding
catalytic activity","['metal ion binding' 'cobalamin binding' 'iron-sulfur cluster binding'
 'catalytic activity']"
EQU24_RS06000,,1305777,1306023,-1,YfhL family 4Fe-4S dicluster ferredoxin,C,Energy production and conversion,A0A4P9UNQ3,2075,coaD // EQU24_RS06000,WP_017840357.1,||None,,[]
EQU24_RS06005,coaD,1306025,1306511,-1,pantetheine-phosphate adenylyltransferase,H,Coenzyme transport and metabolism,A0A4P9UKS5,2075,coaD // EQU24_RS06000,WP_017840356.1,coaD||coaD,"purine ribonucleotide biosynthetic process
coenzyme A biosynthetic process
ribonucleoside bisphosphate biosynthetic process
nucleotide biosynthetic process
monocarboxylic acid biosynthetic process","['purine ribonucleotide biosynthetic process'
 'coenzyme A biosynthetic process'
 'ribonucleoside bisphosphate biosynthetic process'
 'nucleotide biosynthetic process'
 'monocarboxylic acid biosynthetic process']"
EQU24_RS06010,,1306848,1308156,-1,citrate synthase,H,Coenzyme transport and metabolism,A0A4P9UN08,2074,EQU24_RS06025 // EQU24_RS06020 // acnB // EQU24_RS06010,WP_017840355.1,||None,"citrate (Si)-synthase activity
tricarboxylic acid cycle
cytoplasm",['citrate (Si)-synthase activity' 'tricarboxylic acid cycle' 'cytoplasm']
EQU24_RS06015,acnB,1308360,1310931,-1,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,C,Energy production and conversion,A0A4P9UKW3,2074,EQU24_RS06025 // EQU24_RS06020 // acnB // EQU24_RS06010,WP_017840354.1,acnB||acnB,"propionate catabolic process, 2-methylcitrate cycle
propionate catabolic process
citrate metabolic process
regulation of cellular macromolecule biosynthetic process
tricarboxylic acid metabolic process","['propionate catabolic process, 2-methylcitrate cycle'
 'propionate catabolic process' 'citrate metabolic process'
 'regulation of cellular macromolecule biosynthetic process'
 'tricarboxylic acid metabolic process']"
EQU24_RS06020,,1311002,1311212,-1,hypothetical protein,X,No COG annotation,,2074,EQU24_RS06025 // EQU24_RS06020 // acnB // EQU24_RS06010,,||,integral component of membrane,['integral component of membrane']
